PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,CC50 Modifier,CC50,CC50 Std Dev Modifier,CC50 Std Dev,CC50 Hill Slope Modifier,CC50 Hill Slope,CC50 Normalized Chi2,% Cell Viability @ 40 uM,% Cell Viability @ 20 uM,% Cell Viability @ 10 uM,% Cell Viability @ 5 uM,% Cell Viability @ 2.5 uM,% Cell Viability @ 1.25 uM,% Cell Viability @ 0.625 uM,% Cell Viability @ 0.313 uM,% Cell Viability @ 0.156 uM,% Cell Viability @ 0.078 uM,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,Cytotoxic concentration,,,,,,,,,,,,,,,,Data has been verified.
RESULT_UNIT,,,,,,,,MICROMOLAR,,NONE,,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1235,24807758,1104317,Inactive,0,,,,,,,,,,86.24,86.92,93.55,93.24,90.72,97.42,95.15,91.63,90.51,90.82,verified
1236,24807765,614841,Active,50,,,,31.171,,1.49,,-1.97,2.92,36.6,73.4,87.36,98.09,95.49,96.97,97.3,98.86,99.17,95.86,verified
1237,24807792,2870880,Active,45,,,,36.018,,6.71,,-0.89,5.28,52.38,56.49,74.42,88.65,88.18,103.63,98.46,91.45,103.07,99.55,verified
1238,24807849,1090785,Inactive,0,,,,,,,,,,91.92,91.76,96.26,99.6,93.43,96.25,90.57,89.58,97.13,93.78,verified
1239,24807894,747648,Inactive,0,,,,,,,,,,96.09,92.66,91.89,91.05,97.85,97.92,95.59,105.22,99,100.63,verified
1240,24807957,2881519,Active,69,,,,11.933,,0.56,,-5.03,4.43,1.98,4.84,72.11,88.72,95.64,96.7,102.46,97.47,100.31,102.33,verified
1241,24807988,1088432,Inactive,0,,,,,,,,,,87.02,89.18,91.6,91.64,96.72,97.95,100.06,100.79,103.13,96.64,verified
1242,24808087,2827008,Inactive,0,,,,,,,,,,81.58,92.26,93.61,98.03,98.19,98.36,97.36,100.44,91.85,97.99,verified
1243,24808604,3161670,Inactive,0,,,,,,,,,,89.32,95.96,101.6,98.7,94.76,96.39,91.69,100.96,98.25,97.15,verified
1244,24808665,3958262,Inactive,0,,,,,,,,,,91.09,93.26,95.04,95,98.77,97.3,97.82,97.65,93.61,,verified
1245,24809054,6485356,Active,41,,,>,40,,4.28,,-2.33,3.37,61.63,90.26,94.76,99.83,101.64,104.26,104.16,106.25,98.38,99.22,verified
1246,24809073,1447917,Inactive,0,,,,,,,,,,82.9,88.84,90.63,97.41,95.95,102.53,100.03,103.88,100.05,106.64,verified
1247,24809243,838423,Active,41,,,>,40,>,9999,,-0.32,3.55,78.6,91.03,87.48,90.07,91.94,95.45,97.98,94.92,90.32,96.61,verified
1248,24809482,1101610,Inactive,0,,,,,,,,,,95.89,94.57,101.2,96.04,95.7,97.11,101.22,95.63,99.24,101.6,verified
1249,24809830,816391,Inactive,0,,,,,,,,,,92.73,,101.01,95.66,102.1,97.14,100.76,96.03,102.02,101.28,verified
1250,24809860,381816,Inactive,0,,,,,,,,,,90.71,91.24,96.82,101.58,91.15,98.85,94.53,101.46,100.52,98.77,verified
1251,24809937,3100410,Inactive,0,,,,,,,,,,99.66,104.97,94.25,92.43,101.7,99.91,93.64,97.53,101.8,,verified
1252,24809954,2883680,Inactive,0,,,,,,,,,,97,94.37,99.85,98.76,97.18,95.78,95.47,102.45,107.85,99.09,verified
1253,24810017,3138341,Active,41,,,>,40,,14.82,,-0.88,4.36,62.22,66.1,84.87,96.66,96.15,91.7,95.07,99.08,96.58,97.77,verified
1254,24810055,5760042,Inactive,0,,,,,,,,,,96.49,95.81,97.32,96.1,92.56,96.68,99.66,102.61,99.06,99.07,verified
1255,24810083,9589987,Inactive,0,,,,,,,,,,80.89,97.7,93.96,103.45,98.44,98.74,99.91,92.95,93.5,89.84,verified
1256,24810522,751394,Active,77,,,,3.908,,0.64,,-0.93,7.61,20.62,23.25,24.9,35.61,66.88,68.81,81.98,102.16,99.24,101.6,verified
1257,24810615,4258900,Inactive,0,,,,,,,,,,97.22,102.63,98.13,98.81,95.08,100.14,100.08,98.49,100.33,102.69,verified
1258,24810731,16193206,Inactive,0,,,,,,,,,,97.64,94.87,109.77,97.81,99.71,97.57,96.49,99.21,100.51,99.08,verified
1259,24810844,16193235,Inactive,0,,,,,,,,,,96.03,100,93.18,95.92,97.11,90.9,92.72,91.45,93.12,89.01,verified
1260,24810935,5863113,Inactive,0,,,,,,,,,,99.38,91.58,93.19,97.04,100.7,95.32,92.27,97.52,96.69,89.59,verified
1261,24810948,4151364,Inactive,0,,,,,,,,,,96.75,98.32,101.32,100.51,98.3,103.09,97.5,101.93,96.39,101.88,verified
1262,24810965,782559,Inactive,0,,,,,,,,,,97.11,96.19,96.03,97.03,98.56,95.79,100.35,94.96,95.89,99.07,verified
1263,24811094,3327151,Inactive,0,,,,,,,,,,98.88,95.23,95.37,100.11,92.31,96.88,93.13,99.2,95.89,98.52,verified
1264,24811398,3973534,Active,57,,,,24.02,,2.68,,-1.16,4.94,39.29,49.8,74.35,86.4,99.88,95.91,94.5,95.15,92.86,,verified
1265,24811600,4917700,Active,41,,,>,40,,34.77,,-0.45,6.95,56.73,63.77,76.46,69.4,67.16,89.81,96.58,91.14,98.27,97,verified
1266,24811733,5402116,Active,41,,,>,40,,3.94,,-4.28,3.09,67.18,97.89,96.94,97.72,96.41,99.75,93.83,99.75,97.13,101.82,verified
1267,24811908,2859636,Active,69,,,,11.644,,0.68,,-4.55,5.76,2.92,4.41,68.75,87.24,93.04,100.25,95.75,97.65,99.49,92.41,verified
1268,24812225,5044270,Active,49,,,,31.885,,1.31,,-3.4,3.6,31.79,82.51,100.23,97.68,95,96.31,98.03,94.56,95.39,98.96,verified
1269,24812663,16193732,Active,41,,,>,40,,3.62,,-2.26,4.99,50.31,84.45,96.08,95.25,89.67,94.5,95.78,94.97,99.67,97.44,verified
1270,24812669,16193738,Active,62,,,,18.753,,1.09,,-2.67,4.66,5.44,50.38,81.38,92.16,102.25,94.49,96.34,100.25,99.51,94.62,verified
1271,24812777,10707928,Active,54,,,,27.313,,5.74,,-1.32,9.82,49.5,39.13,90.12,93.82,97.59,102.26,97.03,94.37,101.28,100.86,verified
1272,24813292,16193979,Inactive,0,,,,,,,,,,91.59,99.66,95.32,97.85,94.97,100.84,100.69,96.54,91.7,,verified
1273,24813300,16193983,Active,41,,,>,40,,36.72,,-0.92,4.61,64.16,89.96,88.14,92.78,90.79,96.56,98.58,98.53,96.81,95.98,verified
1274,24813303,5334618,Active,60,,,,20.32,,1.31,,-1.89,4.24,20.56,50.59,82.63,90.44,91.64,97.92,98.66,95.45,92.82,97.86,verified
1275,24813524,16194046,Inactive,0,,,,,,,,,,99,99.86,99.06,100.22,97.26,96.55,98.05,96.28,100.33,99.45,verified
1276,24813553,1257149,Inactive,0,,,,,,,,,,105.42,104.5,99.85,100.18,103.38,96.24,96.16,97.51,103.73,102.8,verified
1277,24813658,16194105,Active,41,,,>,40,,29.94,,-1.3,2.98,74.78,93.56,93.04,94.18,98.5,97.82,101.48,99.51,95.45,99.67,verified
1278,24814035,16194205,Active,41,,,>,40,,197.21,,-0.66,5,76.07,80.53,90.24,99.37,96.3,98.22,95,94.03,90.87,93.15,verified
1279,24814047,4326087,Inactive,0,,,,,,,,,,94.66,97.09,103.56,96.22,102.33,96.12,101.54,99.76,99.67,104.91,verified
1280,24814238,269262,Inactive,0,,,,,,,,,,101.3,94.43,98.13,98.46,99.41,101.01,103.08,97.95,94.94,97.32,verified
1281,24814246,16194272,Inactive,0,,,,,,,,,,94.24,91.5,96.53,97.51,96.66,95.3,95.59,99.2,99.56,94.51,verified
1282,24814547,135401755,Inactive,0,,,,,,,,,,84.81,98.12,94.08,95.34,96.02,102.17,95.07,94.22,94.08,,verified
1283,24814582,5133261,Inactive,0,,,,,,,,,,90.28,87.38,93.25,94.56,95.98,93.84,94.31,98.03,98.66,101.83,verified
1284,24815062,4055813,Inactive,0,,,,,,,,,,98.39,87.66,86.29,91.55,101.32,92.79,97.86,96.95,88.22,97.37,verified
1285,24815260,135472812,Inactive,0,,,,,,,,,,88.34,96.52,91.32,94.67,99.41,97.07,92.2,97.41,96.92,,verified
1286,24815558,7207303,Active,44,,,,36.908,,11.28,,-1.02,9.48,57.48,51.84,71.71,104.16,99.83,95.13,98.95,90.47,99.06,93.84,verified
1287,24815559,7207359,Inactive,0,,,,,,,,,,98.28,101.14,102.97,100.86,106.79,102.3,100.55,99.82,100.86,103.12,verified
1288,24815887,7086365,Inactive,0,,,,,,,,,,85.25,94.78,100.17,98.22,100.52,100.08,97.03,100.19,96.49,103.18,verified
1289,24815902,4346180,Active,50,,,,30.57,,2.12,,-1.49,3.4,39.24,65.58,86.97,90.62,96.72,94.48,100.25,97.37,94.14,103.24,verified
1290,24816293,4123638,Inactive,0,,,,,,,,,,94.85,96.18,99.77,95.07,96.4,93.97,94.58,95.54,96.1,96.34,verified
1291,24816303,4097142,Active,41,,,>,40,,4.73,,-2.94,6.33,56.76,94.7,88.49,94.14,96.78,99.81,90.78,98.79,99.24,91.47,verified
1292,24816582,1179562,Active,41,,,,39.726,,4.02,,-1.28,3.55,52.17,67.68,82.25,97.69,100.34,98.99,105.69,102.03,97.93,100.94,verified
1293,24816626,5337698,Inactive,0,,,,,,,,,,95.24,93.36,95.79,100.1,102.77,99.72,98.15,100.06,101.34,107.83,verified
1294,24816698,7199975,Inactive,0,,,,,,,,,,97.73,97.3,94.03,100.51,100.7,104.87,99.94,100.78,101.8,92.75,verified
1295,24816734,600983,Active,41,,,>,40,,702.54,,-0.55,3.87,79.6,87.89,91.77,93.77,99.3,94.98,98.05,96.31,90.36,,verified
1296,24816811,4136883,Inactive,0,,,,,,,,,,91.54,87.9,98.87,95.57,97.42,100.42,98.43,96.33,102.21,94.29,verified
1297,24816850,16195022,Active,78,,,,2.941,,0.37,,-1.36,7.22,5.33,7.77,4.06,40.49,55,79.97,80.45,99.1,90.88,,verified
1298,24816932,5935500,Inactive,0,,,,,,,,,,63.61,74.88,66.38,72.01,62.34,67.25,68.55,92.58,92.87,97.17,verified
1299,24817124,3818978,Inactive,0,,,,,,,,,,91.87,91.89,100.68,97.51,97.13,101.3,97.71,100.15,97.62,,verified
1300,24817478,16195058,Active,74,,,,6.31,,1.2,,-0.69,7.23,31.5,31.47,32.07,56.19,66.53,69.35,81.65,99.97,94.48,,verified
1301,24817624,4264967,Inactive,0,,,,,,,,,,97.47,100.86,97.56,99.88,97.17,104.69,101.09,98.06,100.7,97.68,verified
1302,24817937,1486028,Inactive,0,,,,,,,,,,100.67,99.54,98.06,100,100.28,93,97.31,99.03,104.18,101.94,verified
1303,24818311,4355579,Inactive,0,,,,,,,,,,96.59,98.79,100.09,97.34,96.77,97.2,95.95,91.47,95.65,93.78,verified
1304,24818320,1473211,Inactive,0,,,,,,,,,,88.68,93.32,99.61,99.64,99.47,98,95.7,90.73,88.04,,verified
1305,24818344,5852427,Inactive,0,,,,,,,,,,96.93,98.79,92.07,94.38,98.89,92.53,96.23,106.09,97.15,100.33,verified
1306,24818373,1488301,Inactive,0,,,,,,,,,,92.57,95.69,97.83,100.69,95.95,92.75,98.84,99.62,101.16,95.95,verified
1307,24818398,5854745,Inactive,0,,,,,,,,,,102.59,97.66,111.82,106.76,101.6,98.98,110.16,94.24,100.15,99.07,verified
1308,24818575,6404621,Inactive,0,,,,,,,,,,94.59,94.67,103.76,99.78,89.52,98.77,98.09,100.67,97.53,102.65,verified
1309,24818600,1486898,Inactive,0,,,,,,,,,,84.62,90.82,90.47,96.49,94.32,90.63,94.52,96.94,95.61,96.38,verified
1310,24818606,1486211,Inactive,0,,,,,,,,,,90.35,96.3,99.39,94.76,96.12,95.25,95.91,95.73,98.68,98.79,verified
1311,24818725,217907,Inactive,0,,,,,,,,,,98.71,98.28,95.98,102.11,89.05,99.48,90.03,103.55,101.92,100.82,verified
1312,24818782,3323532,Active,41,,,>,40,,16.55,,-1.18,3.52,65.78,86.04,89.77,96.66,98.25,93.03,94.39,100.86,97.05,102.23,verified
1313,24819021,3578705,Inactive,0,,,,,,,,,,81.89,94.64,90.1,94.39,97.09,105.75,92.09,100.89,101.78,101.94,verified
1314,24819034,135472877,Active,69,,,,11.417,,0.62,,-1.89,3.64,4.53,25.17,59.24,82.96,88.2,96.43,98.47,97.94,100.58,94.61,verified
1315,24819106,1474437,Inactive,0,,,,,,,,,,88.12,94.82,95.63,93.12,97.51,96.08,95.1,97.86,94.8,98.89,verified
1316,24819224,1483050,Active,48,,,,32.953,,2.11,,-1.59,3.17,43.35,66.19,90.34,95.13,96.31,95.87,104.66,103.15,96.88,100.15,verified
1317,24819453,1488625,Active,41,,,>,40,,2516.84,,-0.38,2.83,78.67,89.9,88.4,91.13,94.42,95.3,92.36,97.86,93.3,99.32,verified
1318,24819482,6409765,Inactive,0,,,,,,,,,,92.81,101.38,93.88,102.76,97.15,100.19,100.24,101.35,101.43,100.66,verified
1319,24819506,1476824,Inactive,0,,,,,,,,,,83.75,95.22,108.02,109.54,97.96,106.44,103.37,102.14,98.27,97.61,verified
1320,24819604,135410028,Inactive,0,,,,,,,,,,100.83,92.63,95.59,100.76,100.73,98.67,90.46,99.42,105.43,105.1,verified
1321,24819629,5707438,Active,70,,,,11.106,,1.12,,-1.9,6.76,3.81,26.16,54.43,85.58,89.92,92.7,95.09,89.08,90.75,92.44,verified
1322,24819676,3847344,Active,46,,,,34.93,,5.49,,-0.78,4.1,49.5,58.51,71.02,85.35,83.78,93.07,101.9,100.85,92.6,101.15,verified
1323,24819839,3774782,Active,41,,,>,40,>,9999,,-0.28,6.12,73.96,96.24,90.59,95.44,85,92.89,95.9,91.69,93.24,97.98,verified
1324,24819865,135432825,Inactive,0,,,,,,,,,,92.7,98.05,94.16,102.49,98.29,94.92,94.79,96.06,96.98,100.16,verified
1325,24820074,1489499,Active,61,,,,19.468,,2.2,,-1.07,5.02,34.03,48.71,63.44,79.96,95.13,100.24,96.28,93.68,98.08,89.89,verified
1326,24820233,4298771,Inactive,0,,,,,,,,,,84.99,92.93,95.03,93.46,92.49,97.03,101.09,96.7,98.22,93.73,verified
1327,24820330,4637342,Inactive,0,,,,,,,,,,105.63,100.98,102.29,102.14,96.89,102.07,102.18,98.64,101.22,101.39,verified
1328,24820400,3611672,Active,72,,,,8.939,,0.53,,-2.82,4.9,2.82,3.33,45.23,83.38,90.1,95.81,96.59,96.42,94.94,94.73,verified
1329,24820507,3847697,Inactive,0,,,,,,,,,,90.26,94.28,101.47,95.58,98.88,98.39,101.54,98.23,100.45,104.14,verified
1330,24820600,1485783,Active,66,,,,14.969,,0.27,,-4.91,1.62,2.36,19.19,88.18,97.5,99.82,97.49,101.53,99.58,100.82,97.86,verified
1331,24820666,1489114,Active,64,,,,16.488,,1.56,,-1.69,5.91,28.66,32.38,70.12,94.82,97.4,98.74,100.84,94.29,101.02,98.81,verified
1332,24820767,6184290,Active,41,,,>,40,,31.27,,-0.61,8.4,43.06,74.8,85.98,84.01,85.76,86.9,93.16,91.33,86.75,92.77,verified
1333,24820798,9559867,Inactive,0,,,,,,,,,,97.97,98.56,101.99,97.14,103.58,99.64,101.98,97.6,98.66,101.2,verified
1334,24820964,6161366,Inactive,0,,,,,,,,,,106.73,99.07,98.46,97.3,102.58,101.66,101.15,105.21,94.57,99.73,verified
1335,24821200,676527,Active,71,,,,9.844,,1.12,,-1.36,6.46,10.05,35.9,42.58,68.84,95.08,95.31,97.41,92.24,91.72,95.51,verified
1336,24821233,9607775,Active,41,,,>,40,,19.78,,-0.94,5.94,66.91,62.69,83.69,98.59,99.16,101.87,95.11,97.82,99.67,99.45,verified
1337,24821289,16413682,Active,41,,,>,40,,4.42,,-2.08,4.31,56.22,83.96,97.07,99.7,93.79,96.12,100.72,91.63,99.06,95.03,verified
1338,24821477,5899277,Inactive,0,,,,,,,,,,89.58,97.29,98.06,94.39,95.81,102.52,99.18,100.03,91.11,96.11,verified
1339,24821718,1837418,Inactive,0,,,,,,,,,,97.4,94.01,102.64,99.36,101.19,98.43,104.39,98.86,99.06,99.61,verified
1340,24821768,3669383,Inactive,0,,,,,,,,,,102.19,100.17,102.52,98.15,99.55,98.1,101.16,97.97,100.82,101.33,verified
1341,24821923,3516602,Inactive,0,,,,,,,,,,93.82,94.15,90.49,92.97,92.9,97.95,101.36,95.36,98.36,100.03,verified
1342,24821928,1485621,Inactive,0,,,,,,,,,,99.89,92.35,94.36,99.3,91.46,93.07,99.6,97.3,91.23,,verified
1343,24822007,2768250,Inactive,0,,,,,,,,,,92.52,92.97,98.99,98.95,95.38,95.68,96.73,104.34,98.84,95.92,verified
1344,24822093,3744539,Active,78,,,,2.959,,0.09,,-3.77,2.82,2.17,2.59,3.7,11.87,65.27,96.8,101.22,100.3,104.27,104.91,verified
1345,24822133,2767088,Inactive,0,,,,,,,,,,86.89,94.48,98.46,95.33,99.52,94.67,99.14,95.42,100.8,98.24,verified
1346,24822219,2765338,Inactive,0,,,,,,,,,,81.45,93.56,95.85,98.57,96.27,99.34,104.31,99.51,98.66,103.12,verified
1347,24822250,1491140,Inactive,0,,,,,,,,,,92.68,94.95,92.89,100.25,96.17,96.33,100.03,92,101.59,92.92,verified
1348,24822279,1477551,Inactive,0,,,,,,,,,,96.84,95.81,94.5,106.23,91.76,93.55,100.28,99.75,103.82,96.05,verified
1349,24822291,2766387,Inactive,0,,,,,,,,,,102.09,94.94,96.97,99.08,103.34,95.25,95.81,97.71,98.46,100.05,verified
1350,24822352,1478299,Inactive,0,,,,,,,,,,94.32,96.36,102.56,92.7,97.66,102.39,96.41,101.88,97.24,98.77,verified
1351,24822366,16195261,Active,45,,,,35.517,,1.29,,-3.15,3.08,40.39,87.29,94.17,96.1,100.74,104,101.47,100.55,104.82,101.42,verified
1352,24822621,3155294,Inactive,0,,,,,,,,,,83.87,89.68,84.63,92.97,92.55,98.55,95.19,98.48,97.39,96.11,verified
1353,24823150,9602691,Inactive,0,,,,,,,,,,99.63,101.33,99.28,100.32,100.62,93.51,97.3,94.24,98.63,99.51,verified
1354,24823184,4317171,Active,51,,,,29.727,,2.3,,-2.85,6.22,30.76,74.18,97.09,106.3,105.4,109.51,104.3,105.63,109.25,100.57,verified
1355,24823212,1246365,Active,41,,,>,40,,47.21,,-0.78,3.65,68.18,85.79,87.38,89.03,92.37,98.07,103.07,101.74,94.79,98.85,verified
1356,24823724,16195554,Active,65,,,,15.799,,1.32,,-1.98,5.71,20.23,33.5,71.21,95.68,99.82,92.33,95.28,96.79,92.09,95.45,verified
1357,24823739,16195557,Active,41,,,>,40,,22.06,,-1.17,3.92,68.24,86.18,90.53,95.56,99.26,100.34,95.84,95.03,95.67,92.62,verified
1358,24823813,9637100,Inactive,0,,,,,,,,,,81.13,85.52,94.67,101.11,95.7,95.42,96.86,97.56,98.42,95.92,verified
1359,24824046,16195640,Inactive,0,,,,,,,,,,94.4,96.57,91.21,96.22,93.41,93.22,98.09,98.84,88.78,95.33,verified
1360,24824140,5380406,Inactive,0,,,,,,,,,,93.3,97.81,101.6,97.87,95.06,93.28,93.1,99.63,92.05,99.79,verified
1361,24824230,16195670,Active,74,,,,6.455,,0.41,,-7.23,4.22,2.73,3.31,3.81,86.5,92.55,96.52,97.92,98.54,94.33,95.55,verified
1362,24824290,16195701,Active,57,,,,23.798,,1.32,,-6.67,3.91,2.23,76.4,92,99.63,93.35,97.79,101.4,99.37,97.77,97.62,verified
1363,24824368,1489418,Active,41,,,>,40,,10.86,,-0.64,4.69,58.24,59.11,67.02,75.68,90.05,95.51,97.71,97.18,97.15,,verified
1364,24824406,459531,Inactive,0,,,,,,,,,,94.54,94.76,97.31,98.5,93.43,92.5,91.08,95.58,96.85,101.72,verified
1365,24824449,2769293,Inactive,0,,,,,,,,,,102.32,95.4,95.7,96.97,100.08,98.72,97.3,96.45,100.66,97.92,verified
1366,24824452,1487343,Active,59,,,,21.35,,3.45,,-1.08,7.04,42.28,45.13,65.73,76.86,104.48,101.01,97.19,103.28,98.96,99.45,verified
1367,24824466,3818657,Inactive,0,,,,,,,,,,92.35,98.16,94.6,100.65,94,93.83,94.1,99.75,95.67,104.39,verified
1368,24824507,3798347,Inactive,0,,,,,,,,,,98.71,102.34,96.2,102.76,96.33,97.96,95.48,95.84,103.34,91.88,verified
1369,24824520,1481758,Active,56,,,,24.589,,2.03,,-1.34,4.1,37.11,54.29,73.56,95.44,96.19,97.24,104.85,94.6,103.36,98.89,verified
1370,24824536,1477188,Active,71,,,,9.798,,1.08,,-2.24,8.12,3.68,8.88,57.45,74.98,98.34,88.42,95.34,95.51,88.15,93.47,verified
1371,24824574,5831999,Inactive,0,,,,,,,,,,87.62,94.26,100.65,105.11,105.59,95.56,101.47,99.45,98.51,102.74,verified
1372,24824595,1474929,Active,59,,,,21.285,,0.83,,-4.39,4.24,2.86,58.12,92.21,92.6,102.89,98.43,100.48,94.14,103.78,101.55,verified
1373,24824826,5524326,Active,41,,,>,40,,21.67,,-1.3,4.44,67.4,91.21,86.77,98.06,97.48,100.03,95.19,102.5,98.06,106.04,verified
1374,24824924,5243999,Inactive,0,,,,,,,,,,93.05,91.67,90.36,95.57,98.12,97.21,92.44,96.74,91.16,98.29,verified
1375,24825078,16195863,Inactive,0,,,,,,,,,,100.99,105.72,98.48,100.74,108.86,102.97,101.15,97.33,99.81,98.87,verified
1376,24825179,3923738,Active,41,,,>,40,,4.92,,-2.12,4.77,56.32,86.46,95.16,94.79,103.34,96.25,98.16,91.47,97.02,93,verified
1377,24825244,2090922,Active,69,,,,11.747,,0.85,,-4.66,7.03,1.91,4.57,69.9,87.01,90.81,99.1,94.61,91.72,95.12,,verified
1378,24825369,2424966,Inactive,0,,,,,,,,,,98.45,100.4,102.46,101.27,104.19,99.66,102.24,96.86,102.53,99.61,verified
1379,24825554,2412507,Active,80,,,,0.299,,0.01,,-3.84,2.94,3.42,2.96,2.84,3.41,3.63,3.29,4.13,45.97,91.36,101.54,verified
1380,24825703,2442993,Active,57,,,,23.776,,1.07,,-2.9,3.71,15.75,65.33,87.04,99.68,103.57,99.31,96.93,93.92,99.29,101.96,verified
1381,24825732,3300645,Inactive,0,,,,,,,,,,96.09,98.09,98.36,97.26,101.78,99.22,102.41,99.39,98.94,102.86,verified
1382,24825922,16195933,Inactive,0,,,,,,,,,,104.29,97.75,106.28,97.92,97.28,104.09,102.29,97.58,96.62,101.83,verified
1383,24825943,2366966,Inactive,0,,,,,,,,,,100.56,102.4,94.08,95.45,102.69,100.72,102.24,95.9,95.88,,verified
1384,24826062,2095736,Inactive,0,,,,,,,,,,96.22,96.3,90.51,104.56,95.56,100.38,103.32,98.54,102.48,97.55,verified
1385,24826102,5162414,Active,41,,,>,40,,64.9,,-0.76,4.55,74.42,72.49,91.95,90.14,97.54,102.14,97.53,98.85,94.63,96.24,verified
1386,24826203,6382919,Active,41,,,>,40,,2505.36,,-0.47,6.23,86.79,87.79,77.25,93.96,97.7,98.17,99.16,93.84,99.87,108.28,verified
1387,24826375,135439850,Inactive,0,,,,,,,,,,99.66,99.03,96.73,94.67,95.96,92.72,99.25,95.03,95.7,,verified
1388,24826569,16195959,Inactive,0,,,,,,,,,,89.29,86.1,90.06,101.11,101.29,100.18,92.09,94.95,98.49,92.75,verified
1389,24826574,6285300,Active,57,,,,23.813,,3.48,,-1.12,6.34,38.52,45.51,81.02,90.56,86.91,93.34,92.48,94.69,97.41,94.91,verified
1390,24826600,9689367,Active,41,,,>,40,,17.66,,-1.44,4.94,66.47,87.1,94.12,99.65,89.75,96.3,93.07,95.3,103.5,97.61,verified
1391,24826632,9641704,Active,76,,,,4.15,,0.89,,-0.5,6.74,27.84,36.91,33.53,49.47,58.78,52.7,66.05,83.81,90.29,93.43,verified
1392,24826644,2402596,Active,41,,,>,40,,562.7,,-0.45,2.27,77.77,84.18,91.53,91.17,96.01,91.44,95.12,96.68,96.74,97.14,verified
1393,24826682,2319244,Active,74,,,,6.918,,0.32,,-2.96,3.83,3.42,4.91,22.89,75.62,89.94,93.42,99.54,100.26,96.34,,verified
1394,24826686,135439855,Active,55,,,,26.179,,1.54,,-1.96,3.81,31.11,60.32,92.45,92.38,94,95.63,97.46,103.28,98.36,99.07,verified
1395,24826709,16195967,Active,41,,,>,40,,5.41,,-1.82,4.94,55.62,77.8,100.62,92.59,100.99,95.17,104.37,95.91,97.23,93.84,verified
1396,24826842,5062275,Inactive,0,,,,,,,,,,95.29,94.57,91.15,97.07,102.75,98.81,106.02,97.82,96.11,,verified
1397,24826900,4311334,Inactive,0,,,,,,,,,,100.25,90.85,100.27,100.25,97.15,103.48,97.98,99.94,98.22,93.1,verified
1398,24827283,9626893,Inactive,0,,,,,,,,,,81.84,85.07,87.07,85.82,92.75,94.82,100.09,94.18,103.24,98.52,verified
1399,24827324,2342136,Inactive,0,,,,,,,,,,99.55,86.41,95.32,98.41,105.62,110.52,101.95,99.62,98.32,,verified
1400,24827370,883995,Active,49,,,,31.428,,1.52,,-2.5,3.54,35.74,74.27,98.92,92.97,95.95,97.76,99.51,99.27,95.27,100.62,verified
1401,24827383,2476998,Inactive,0,,,,,,,,,,88.23,94.27,87.82,92.54,88.56,92.8,91.53,100.3,88.71,99.07,verified
1402,24827410,5179339,Inactive,0,,,,,,,,,,94.08,95.59,92.45,87.57,97.93,94.48,96.8,103.6,95.74,97.59,verified
1403,24827484,16196006,Inactive,0,,,,,,,,,,86.55,95.74,89.02,97.28,95.53,97.2,99.35,89.02,98.83,100.67,verified
1404,24827565,2465947,Active,69,,,,11.721,,0.52,,-5.51,4.04,3.42,3.52,71.21,92.33,96.31,97.3,104.6,96.97,99.73,95.51,verified
1405,24827750,10864994,Active,79,,,,1.564,,0.26,,-0.97,7.99,2.86,3.08,3.1,29.15,42.83,55.49,79.76,76.61,78.22,,verified
1406,24827790,717704,Inactive,0,,,,,,,,,,81.59,83.93,86.13,95.55,94.96,95.97,96.29,95.03,101.73,93.61,verified
1407,24827807,2442307,Active,78,,,,2.482,,0.06,,-2.52,1.89,3.5,2.94,4.18,15.01,48.36,86.65,96.18,99.63,97.89,100.45,verified
1408,24827876,9655659,Active,41,,,>,40,,27.89,,-0.93,3.09,69.82,82.48,90.59,92.45,98.65,95.56,101.91,98.61,100.45,92.68,verified
1409,24827916,4352306,Inactive,0,,,,,,,,,,97.21,93.3,91.23,94.14,91.2,92.23,93.02,96.76,96.31,92.66,verified
1410,24828225,2120347,Active,63,,,,17.434,,0.83,,-2.92,3.99,3.52,42.9,81.25,96.35,103.93,93.76,96.45,95.93,97.61,100.86,verified
1411,24828337,4780494,Active,41,,,>,40,,101.86,,-0.46,2.53,71.02,76.07,81.17,81.21,92.8,93.07,95.87,95.67,94.48,,verified
1412,24828535,16196078,Inactive,0,,,,,,,,,,91.17,91.67,91.82,96.1,100.43,95.25,99.16,98.42,98.76,101.48,verified
1413,24828550,16240122,Inactive,0,,,,,,,,,,88.62,98.63,97.13,103.38,103.28,104.09,96.27,102.3,97.97,,verified
1414,24828553,16196081,Active,41,,,>,40,>,9999,,-0.19,4.46,79.31,92.78,95.2,93.04,95.06,95.36,93.53,91.51,94.91,90.87,verified
